theta_D1,theta_D2,theta_D3
0.8658723979019295,1.1478225692158313,-1.0602589294309919
-0.14716929148650043,1.1623776946891442,0.63517611680485
-0.9271865936769457,-0.027432999869855423,-0.3252147415772627
0.0018216596062374795,-0.13667730897634647,-0.3209441456926331
0.18517892091117105,0.7823785610552675,0.14185758276103524
1.265609037982549,-0.06049603102484424,2.0906011864316265
0.20610429659440951,1.673644328788178,0.18197707796693574
0.557128605335878,3.113499399293728,0.6084254458305056
0.9319171935568943,1.6482301798796524,0.5083407685248614
-0.43549574439178906,0.37708285237078343,0.36195918790404213
-0.1142015024690804,1.9623223519736945,1.1555794565898823
-0.8758564246539889,-0.10969128340221751,-0.32678271331591613
1.0835076662515706,0.4213716284946909,-0.37677828157501514
-0.8452291869009093,0.3103439392420859,-0.5065030499858971
-0.2205492603190693,-0.28942983378108805,0.1353487887437724
-0.1750790226683694,-0.7499757594828528,-0.5432120982186195
-0.6321608760649526,-0.8215787152972486,-2.5878461000846498
-0.7083210425351917,0.08019420403585531,0.11395423521882819
-1.104184068096609,0.4400957002599082,-1.2968510006987737
0.7557511723550331,-0.2051540960699484,2.42568507858448
-0.40605216249553394,1.1919668637152177,0.4072958654834994
-1.0154357338996982,0.6945568038759351,-0.6138420415029853
1.7158651368745905,0.10089247450947902,1.2813164210261827
-0.20698502880182826,0.017783385638764693,-0.8194735884786758
1.0659572006060638,0.807657277087169,0.8154890325499389
0.8211850702864176,0.2971787534725367,0.01712666231375154
0.3917615971649194,0.5914920731563085,0.44545797772416085
1.1066302701352408,0.3022565893557553,1.1478398339235372
-0.029210136006415238,-0.3232651042617629,0.1243556464469642
1.77445708507598,1.2691965889228196,-0.26062121081067247
1.162375998852642,0.7154676039702993,1.705801866242827
-0.49935802076488295,-0.2112530535662182,-0.7459073580707335
-1.7833893913872383,-1.5089023126127814,-0.22479757082254737
-0.7266219397682167,0.18745433774731718,0.5086730222667397
0.9461014603944969,0.9232665463515719,2.009039757650535
0.7715129414834737,-1.314269435935665,-0.5114253652500013
-1.2555782755479732,-1.5725464401606954,-0.301966267527922
-0.0044088602770551025,-0.28974654464534144,1.0526881966473347
0.26444279714461316,0.6041341487000367,0.8341373361365539
-0.993399918206472,-0.632018546099085,-0.46583207362473267
-0.9598222601325418,-1.8088347240450613,-0.6338620972508923
-0.053582953796537824,-0.5618468851142816,-0.07941476523216935
0.5157963765751662,0.1287960637065414,-0.07005010327212283
-0.5176861599717674,0.4258626477801153,0.43639104605935575
0.22570552505328742,0.6619247699668913,1.018569149379907
0.5735115370224296,0.3668435056181479,0.07664170153950209
-0.736717811474938,-1.1845122495050546,-1.7350668698366924
-0.3580548459242974,1.0568175991276916,1.1850236162606766
-0.6466367524791733,0.038070771175138296,0.33955248570197305
0.009365416339191678,0.6598278524099882,0.7556432987938798
-0.21300564944055167,1.1681348160716891,0.6989930073257824
0.2937956288909268,-1.3187809755712963,-0.19449654800330374
-0.5033173108399656,-0.014669505220997359,-0.2687459189323348
0.774425398508594,0.5578412248725928,2.4163987954844828
-0.43042228380719544,0.8821357994840391,0.3932673179342643
0.2304712945356355,-1.6952767569749763,-0.8872234383420143
1.393899097345074,2.901372033734918,0.4638388386510949
-0.792931442973689,0.5852763254456423,1.6980366352289122
2.1385166097181134,2.3805592784766576,3.615264024504026
0.1274559993737472,-1.5506047169852009,0.37547203662629275
1.2628813916500674,0.7635034008628638,0.15807283020937785
-0.493344451788988,0.25825199954123956,0.4521553089726765
